,work_id,nace,region_code,region,employee_points
0,118415099,11.070,03,Oslo,60
1,165189001,10.920,03,Oslo,54
2,205912967,10.130,02,Akershus (-2019),48
3,959013544,46.693,12,Hordaland (-2019),46
4,405013223,09.900,02,Akershus (-2019),88
5,185537475,11.060,03,Oslo,91
6,317355238,46.370,11,Rogaland,43
7,749395240,46.694,12,Hordaland (-2019),47
8,148079683,13.100,03,Oslo,50
9,872612507,46.390,11,Rogaland,55
10,021643602,46.710,12,Hordaland (-2019),61
11,257489826,45.191,11,Rogaland,24
12,686805791,11.010,03,Oslo,63
13,790482779,52.214,50,Trøndelag - Trööndelage,62
14,175391017,52.219,50,Trøndelag - Trööndelage,37
15,780329966,52.215,50,Trøndelag - Trööndelage,31
16,305813555,10.110,02,Akershus (-2019),33
17,916151156,11.050,03,Oslo,40
18,870563989,05.200,02,Akershus (-2019),28
19,454848206,45.192,11,Rogaland,32
20,102617174,46.491,12,Hordaland (-2019),38
21,243519839,52.216,50,Trøndelag - Trööndelage,41
22,770321479,50.101,50,Trøndelag - Trööndelage,38
23,522088674,10.120,02,Akershus (-2019),44
24,559023560,12.000,03,Oslo,45
25,897441765,46.381,11,Rogaland,30
26,100349779,47.911,15,Møre og Romsdal,25
27,592217183,74.101,18,Nordland,36
28,497024942,46.495,12,Hordaland (-2019),20
29,578925701,08.910,02,Akershus (-2019),31
30,122274873,09.109,02,Akershus (-2019),32
31,835565540,01.630,01,Østfold (-2019),36
32,841061546,10.840,03,Oslo,22
33,154784873,46.150,11,Rogaland,19
34,916387843,07.290,02,Akershus (-2019),26
35,205064707,24.520,06,Buskerud (-2019),23
36,629984690,10.720,03,Oslo,21
37,734304687,08.920,02,Akershus (-2019),40
38,460267591,46.210,11,Rogaland,19
39,958123834,46.691,12,Hordaland (-2019),19
40,460800583,24.540,06,Buskerud (-2019),35
41,884806924,11.020,03,Oslo,23
42,658081456,74.103,18,Nordland,24
43,797390163,47.914,15,Møre og Romsdal,16
44,117538250,46.432,12,Hordaland (-2019),17
45,509842386,01.000u,01,Østfold (-2019),23
46,668844605,50.203,50,Trøndelag - Trööndelage,19
47,693444195,27.400,07,Vestfold (-2019),25
48,643724433,46.620,12,Hordaland (-2019),25
49,511022705,23.990,06,Buskerud (-2019),24
50,233884603,46.360,11,Rogaland,21
51,690667377,11.030,03,Oslo,59
52,926068850,06.100,02,Akershus (-2019),35
53,012350387,81.291,19,Troms - Romsa (-2019),21
54,919983289,51.210,50,Trøndelag - Trööndelage,15
55,037986827,74.200,18,Nordland,23
56,269851362,74.102,18,Nordland,12
57,131755897,43.341,10,Vest-Agder (-2019),21
58,698953017,27.900,07,Vestfold (-2019),16
59,761282496,01.700,01,Østfold (-2019),41
60,313278671,17.230,04,Hedmark (-2019),34
61,290352061,01.280,01,Østfold (-2019),24
62,320138589,46.692,12,Hordaland (-2019),55
63,894541555,27.520,07,Vestfold (-2019),39
64,021566705,46.320,11,Rogaland,30
65,512156252,11.040,03,Oslo,39
66,437346193,47.912,15,Møre og Romsdal,22
67,220048623,23.140,05,Oppland (-2019),22
68,626919911,52.212,50,Trøndelag - Trööndelage,14
69,794106353,18.110,04,Hedmark (-2019),40
70,674870873,43.911,10,Vest-Agder (-2019),27
71,358445554,81.210,19,Troms - Romsa (-2019),32
72,790172728,01.640,01,Østfold (-2019),22
73,254857832,10.860,03,Oslo,28
74,738118183,30.120,08,Telemark (-2019),30
75,094118753,46.433,12,Hordaland (-2019),24
76,383798780,24.530,06,Buskerud (-2019),28
77,675961810,08.113,02,Akershus (-2019),27
78,667268288,13.910,03,Oslo,24
79,306011555,26.110,07,Vestfold (-2019),26
80,123759552,81.220,19,Troms - Romsa (-2019),16
81,677940193,06.200,02,Akershus (-2019),16
82,323127182,23.200,05,Oppland (-2019),36
83,380699995,52.213,50,Trøndelag - Trööndelage,28
84,023550369,47.730,15,Møre og Romsdal,26
85,458666741,46.349,11,Rogaland,31
86,801762989,81.299,19,Troms - Romsa (-2019),30
87,204544310,47.762,15,Møre og Romsdal,14
88,001250188,24.310,06,Buskerud (-2019),19
89,744755785,70.210,18,Nordland,18
90,139155863,71.121,18,Nordland,13
91,213565107,27.510,07,Vestfold (-2019),19
92,305189389,50.400,50,Trøndelag - Trööndelage,22
93,987908212,08.990,02,Akershus (-2019),63
94,037873790,46.389,11,Rogaland,36
95,910827685,10.730,03,Oslo,33
96,751063261,20.510,05,Oppland (-2019),26
97,594899526,30.300,08,Telemark (-2019),24
98,632574156,08.112,02,Akershus (-2019),21
99,431050834,26.510,07,Vestfold (-2019),13
100,412090576,52.211,50,Trøndelag - Trööndelage,31
101,030265761,47.524,14,Sogn og Fjordane (-2019),14
102,357803516,43.390,10,Vest-Agder (-2019),21
103,224548065,46.160,11,Rogaland,35
104,536222219,30.400,08,Telemark (-2019),18
105,911730081,42.210,10,Vest-Agder (-2019),13
106,529869311,46.640,12,Hordaland (-2019),14
107,621958801,35.140,09,Aust-Agder (-2019),23
108,026824146,01.430,01,Østfold (-2019),14
109,497829203,10.203,02,Akershus (-2019),10
110,929954926,13.300,03,Oslo,34
111,732390064,46.240,11,Rogaland,18
112,946236008,17.290,04,Hedmark (-2019),24
113,481447961,30.200,08,Telemark (-2019),16
114,508401631,14.310,04,Hedmark (-2019),11
115,102936076,10.890,03,Oslo,28
116,383902895,46.660,12,Hordaland (-2019),24
117,712881237,51.100,50,Trøndelag - Trööndelage,16
118,057640555,46.520,12,Hordaland (-2019),20
119,623834804,43.342,10,Vest-Agder (-2019),16
120,633684807,51.220,50,Trøndelag - Trööndelage,22
121,255876913,50.102,50,Trøndelag - Trööndelage,26
122,215732814,46.130,11,Rogaland,10
123,325876318,08.120,02,Akershus (-2019),23
124,396802990,46.330,11,Rogaland,20
125,879881782,23.190,05,Oppland (-2019),22
126,440160874,46.170,11,Rogaland,11
127,648775662,43.120,10,Vest-Agder (-2019),12
128,175504846,46.492,12,Hordaland (-2019),20
129,805471908,35.230,09,Aust-Agder (-2019),12
130,878060440,79.110,19,Troms - Romsa (-2019),9
131,998242625,47.531,14,Sogn og Fjordane (-2019),24
132,599690859,24.460,06,Buskerud (-2019),10
133,062016491,20.600,05,Oppland (-2019),11
134,858004792,46.510,12,Hordaland (-2019),20
135,454812142,28.990,08,Telemark (-2019),10
136,035490155,47.890,15,Møre og Romsdal,18
137,619890749,10.202,02,Akershus (-2019),23
138,676347801,07.100,02,Akershus (-2019),18
139,227690865,16.100,04,Hedmark (-2019),10
140,626757429,28.920,08,Telemark (-2019),20
141,704455499,01.290,01,Østfold (-2019),30
142,299138382,01.471,01,Østfold (-2019),14
143,241628580,24.510,06,Buskerud (-2019),28
144,486359004,77.390,19,Troms - Romsa (-2019),10
145,881002133,46.473,12,Hordaland (-2019),12
146,252007159,24.422,06,Buskerud (-2019),13
147,105588694,10.820,03,Oslo,18
148,024136571,46.650,12,Hordaland (-2019),28
149,259159088,46.230,11,Rogaland,17
150,209920192,01.452,01,Østfold (-2019),12
